,Category,Quote,Tags
996,hope,"Make big plans; aim high in hope and work, remembering that a noble, logical diagram once recorded will not die, but long after we are gone be a living thing, asserting itself with ever-growing insistence.","['Architecture', 'Work', 'Living']"
997,life,"I don't believe in the after life, although I am bringing a change of underwear.","['Funny', 'Change', 'Underwear']"
998,humor,I don't really like using ridicule as a form of humor.,"['Ridicule', 'Form', 'Using']"
999,love,"Girls had never been important. I'd had a girlfriend or two and had liked them a lot but it wasn't love, because my first love was tennis.","['Girl', 'Girlfriend', 'Tennis']"
1000,arts,Art is the daughter of freedom.,"['Freedom', 'Daughter']"
1001,success,Let me tell you the secret that has led me to my goal. My strength lies solely in my tenacity.,"['Strength', 'Tenacity', 'Goal']"
1002,"hope,inspiration","Keep all special thoughts and memories for lifetimes to come. Share these keepsakes with others to inspire hope and build from the past, which can bridge to the future.","['Inspirational', 'Future']"
1003,humor,"So, I'm thinking of a name for a villain that has a sense of humor. I thought of 'The Joker' as a name, and as soon as I thought that, I associate it with the playing card, as my family had a tradition of champion playing; my brother was a contract champion bridge player. There were always cards around the house.","['Family', 'Brother', 'Thinking']"
1004,"inspiration,life",Tomorrow is the most important thing in life. Comes into us at midnight very clean. It's perfect when it arrives and it puts itself in our hands. It hopes we've learned something from yesterday.,"['Inspirational', 'Tomorrow']"
1005,love,"I just can't seem to write songs about peace and love. Yeah right, how do you get that?","['Peace', 'Seem', 'Songs']"
1006,arts,"The artist is nothing without the gift, but the gift is nothing without work.","['Work', 'Artist', 'Gift']"
1007,humor,"Jesus!""Luke exclaimed.""Actually, it's just me,""said Simon. ""Although I've been told the resemblance is startling.","['humor', 'jace-wayland', 'simon-lewis ']"
1008,success,One fails forward toward success.,"['Forward', 'Toward', 'Fails']"
1009,hope,Disappointment is a sort of bankruptcy - the bankruptcy of a soul that expends too much in hope and expectation.,"['Soul', 'Sort', 'Bankruptcy']"
1010,humor,"Certainly my personality, my sense of humor, my outlook on life was informed by the experiences of my parents and the stories they shared with me.","['Life', 'Parents', 'Informed']"
1011,life,"To succeed in life, you need three things: a wishbone, a backbone and a funny bone.","[""Saint Patrick's Day"", 'Funny']"
1012,love,"Hatred does not cease by hatred, but only by love; this is the eternal rule.","['Hatred', 'Rule', 'Eternal']"
1013,arts,An artist is not paid for his labor but for his vision.,"['Vision', 'Artist', 'Labor']"
1014,success,"Do something you really like, and hopefully it pays the rent. As far as I'm concerned, that's success.","['Rent', 'Concerned', 'Far']"
1015,hope,"All the great things are simple, and many can be expressed in a single word: freedom, justice, honor, duty, mercy, hope.","['Great', 'Freedom', 'Duty']"
1016,humor,"I'm interested in humor, and greeting cards just happen to be a perfect medium for my message. They're accessible to everyone, and thanks to all the advances that have been made by environmentally conscientious printers, I can get my message across while keeping my carbon footprint relatively small.","['Small', 'Perfect', 'Cards']"
1017,life,Life can only be understood backwards; but it must be lived forwards.,"['Experience', 'Lived']"
1018,love,To love oneself is the beginning of a lifelong romance.,"['Oneself', 'Romance']"
1019,arts,What makes photography a strange invention is that its primary raw materials are light and time.,"['Time', 'Light', 'Strange']"
1020,humor,Creativity is knowing how to hide your sources,"['creativity', 'humor', 'misattributed-to-einstein', 'paraphrased ']"
1021,success,"To be successful you have to be lucky, or a little mad, or very talented, or find yourself in a rapid growth field.","['Growth', 'Successful', 'Lucky']"
1022,hope,"I hope that in this year to come, you make mistakes. Because if you are making mistakes, then you are making new things, trying new things, learning, living, pushing yourself, changing yourself, changing your world. You're doing things you've never done before, and more importantly, you're doing something.","[""New Year's"", 'Learning']"
1023,"hope,humor",There is hope for the future because God has a sense of humor and we are funny to God.,"['Funny', 'Hope', 'God']"
1024,life,"A real man loves his wife, and places his family as the most important thing in life. Nothing has brought me more peace and content in life than simply being a good husband and father.","[""Father's Day"", 'Family', 'Good']"
1025,love,Love is the triumph of imagination over intelligence.,['Triumph']
1026,arts,When I think of art I think of beauty. Beauty is the mystery of life. It is not in the eye it is in the mind. In our minds there is awareness of perfection.,"['Life', 'Beauty', 'Perfection']"
1027,"hope,success","Our worldly successes cannot be guaranteed, but our ability to achieve spiritual success is entirely up to us, thanks to the grace of God. The best advice I know is to give is to give those worldly things your best but never your all - reserve the ultimate hope for the only one who can grant it.","['Best', 'Hope', 'God']"
1028,hope,"We talk a lot about hope, helping, and teamwork. Our whole message is that we are more powerful together.","['Teamwork', 'Together', 'Powerful']"
1029,humor,"I think it's because it's so different and it takes risks. Plus, it's really smart humor. It gives the audience credit in terms of not needing to tell them when to laugh. I love that about the show. There's no laugh track.","['Love', 'Smart', 'Credit']"
1030,life,"Remembering that I'll be dead soon is the most important tool I've ever encountered to help me make the big choices in life. Because almost everything - all external expectations, all pride, all fear of embarrassment or failure - these things just fall away in the face of death, leaving only what is truly important.","['Failure', 'Death', 'Fear']"
1031,love,The first duty of love is to listen.,"['Listen', 'Duty']"
1032,arts,My hand is the extension of the thinking process - the creative process.,"['Thinking', 'Creative', 'Process']"
1033,inspiration,It's the possibility of having a dream come true that makes life interesting.,['inspirational ']
1034,success,Success is often the result of taking a misstep in the right direction.,"['Direction', 'Result', 'Taking']"
1035,hope,"There are people who are able to plan their career, their future, but I've never had any talent for that. I just do things and hope for the best. Say yes, take a chance, and sometimes it's terrific and sometimes it's not.","['Best', 'Future', 'Chance']"
1036,humor,"The most terrible fear that anybody should have is not war, is not a disease, not cancer or heart problems or food poisoning - it's a man or a woman without a sense of humor.","['War', 'Fear', 'Food']"
1037,life,"It's like Forrest Gump said, 'Life is like a box of chocolates.' Your career is like a box of chocolates - you never know what you're going to get. But everything you get is going to teach you something along the way and make you the person you are today. That's the exciting part - it's an adventure in itself.","['Work', 'Adventure', 'Today']"
